,Neuron,Target,Number of Connections,Neurotransmitter
1487,PLMR,AVDR,4.0,exc
1488,PLMR,DVA,5.0,exc
1489,PLMR,HSNR,1.0,exc
1490,PLMR,PDEL,2.0,exc
1491,PLMR,PDER,3.0,exc
1492,PLMR,PVCL,2.0,exc
1493,PLNL,SAADL,5.0,exc
1494,PLNL,SMBVL,6.0,exc
1495,PLNR,SAADR,4.0,exc
1496,PLNR,SMBVR,6.0,exc
1497,PQR,AVAL,8.0,exc
1498,PQR,AVAR,11.0,exc
1499,PQR,AVDL,7.0,exc
1500,PQR,AVDR,6.0,exc
1501,PQR,AVG,1.0,exc
1502,PQR,LUAR,1.0,exc
1503,PQR,PVNL,1.0,exc
1504,PVCL,AS1,1.0,exc
1505,PVCL,AVAL,1.0,exc
1506,PVCL,AVAR,4.0,exc
1507,PVCL,AVBL,5.0,exc
1508,PVCL,AVBR,12.0,exc
1509,PVCL,AVDL,5.0,exc
1510,PVCL,AVDR,2.0,exc
1511,PVCL,AVEL,2.0,exc
1512,PVCL,AVER,1.0,exc
1513,PVCL,AVJL,3.0,exc
1514,PVCL,AVJR,1.0,exc
1515,PVCL,DA2,1.0,exc
1516,PVCL,DA5,1.0,exc
1517,PVCL,DA6,1.0,exc
1518,PVCL,DB2,3.0,exc
1519,PVCL,DB3,4.0,exc
1520,PVCL,DB4,3.0,exc
1521,PVCL,DB5,2.0,exc
1522,PVCL,DB6,2.0,exc
1523,PVCL,DB7,3.0,exc
1524,PVCL,DVA,4.0,exc
1525,PVCL,PVCR,2.0,exc
1526,PVCL,RID,5.0,exc
1527,PVCL,RIS,2.0,exc
1528,PVCL,SIBVL,2.0,exc
1529,PVCL,VB10,2.0,exc
1530,PVCL,VB11,1.0,exc
1531,PVCL,VB3,1.0,exc
1532,PVCL,VB4,1.0,exc
1533,PVCL,VB5,1.0,exc
1534,PVCL,VB6,2.0,exc
1535,PVCL,VB8,1.0,exc
1536,PVCR,AQR,1.0,exc
1537,PVCR,AS2,1.0,exc
1538,PVCR,AVAL,7.0,exc
1539,PVCR,AVAR,7.0,exc
1540,PVCR,AVBL,8.0,exc
1541,PVCR,AVBR,6.0,exc
1542,PVCR,AVDL,5.0,exc
1543,PVCR,AVDR,1.0,exc
1544,PVCR,AVEL,1.0,exc
1545,PVCR,AVER,1.0,exc
1546,PVCR,AVL,1.0,exc
1547,PVCR,DA9,1.0,exc
1548,PVCR,DB2,1.0,exc
1549,PVCR,DB3,3.0,exc
1550,PVCR,DB4,4.0,exc
1551,PVCR,DB5,1.0,exc
1552,PVCR,DB6,2.0,exc
1553,PVCR,DB7,1.0,exc
1554,PVCR,FLPL,1.0,exc
1555,PVCR,LUAR,1.0,exc
1556,PVCR,PDEL,1.0,exc
1557,PVCR,PVCL,3.0,exc
1558,PVCR,PVDL,1.0,exc
1559,PVCR,PVR,1.0,exc
1560,PVCR,PVWR,1.0,exc
1561,PVCR,RID,5.0,exc
1562,PVCR,SIBVR,2.0,exc
1563,PVCR,VB10,1.0,exc
1564,PVCR,VB4,3.0,exc
1565,PVCR,VB6,2.0,exc
1566,PVCR,VB7,3.0,exc
1567,PVCR,VB8,1.0,exc
1568,PVDL,AVAL,6.0,exc
1569,PVDL,AVAR,6.0,exc
1570,PVDL,DD5,1.0,exc
1571,PVDL,PVCL,1.0,exc
1572,PVDL,PVCR,6.0,exc
1573,PVDL,VD10,1.0,exc
1574,PVDR,AVAL,6.0,exc
1575,PVDR,AVAR,9.0,exc
1576,PVDR,DVA,3.0,exc
1577,PVDR,PVCL,13.0,exc
1578,PVDR,PVCR,10.0,exc
1579,PVDR,PVDL,1.0,exc
1580,PVDR,VA9,1.0,exc
1581,PVM,AVKL,11.0,exc
1582,PVM,AVM,1.0,exc
1583,PVM,DVA,3.0,exc
1584,PVM,PDEL,7.0,exc
1585,PVM,PDER,8.0,exc
1586,PVM,PVCL,2.0,exc
1587,PVM,PVR,1.0,exc
1588,PVNL,AVAL,2.0,exc
1589,PVNL,AVBR,1.0,exc
1590,PVNL,AVDL,3.0,exc
1591,PVNL,AVDR,3.0,exc
1592,PVNL,AVEL,1.0,exc
1593,PVNL,AVFR,1.0,exc
1594,PVNL,AVG,1.0,exc
1595,PVNL,AVJL,5.0,exc
1596,PVNL,AVJR,5.0,exc
1597,PVNL,AVL,2.0,exc
1598,PVNL,BDUL,1.0,exc
1599,PVNL,BDUR,2.0,exc
1600,PVNL,DD1,2.0,exc
1601,PVNL,PQR,1.0,exc
1602,PVNL,PVCL,1.0,exc
1603,PVNL,PVNR,5.0,exc
1604,PVNL,PVT,1.0,exc
1605,PVNL,PVWL,1.0,exc
1606,PVNL,RIFL,1.0,exc
1607,PVNR,AVAL,2.0,exc
1608,PVNR,AVBL,1.0,exc
1609,PVNR,AVBR,2.0,exc
1610,PVNR,AVDR,1.0,exc
1611,PVNR,AVEL,3.0,exc
1612,PVNR,AVJL,4.0,exc
1613,PVNR,AVJR,1.0,exc
1614,PVNR,AVL,2.0,exc
1615,PVNR,BDUL,1.0,exc
1616,PVNR,BDUR,2.0,exc
1617,PVNR,DD3,1.0,exc
1618,PVNR,HSNR,1.0,exc
1619,PVNR,PQR,2.0,exc
1620,PVNR,PVCL,1.0,exc
1621,PVNR,PVNL,1.0,exc
1622,PVNR,PVT,2.0,exc
1623,PVNR,PVWL,2.0,exc
1624,PVNR,VC2,1.0,exc
1625,PVNR,VC3,1.0,exc
1626,PVNR,VD12,1.0,exc
1627,PVNR,VD6,1.0,exc
1628,PVNR,VD7,1.0,exc
1629,PVPL,ADAL,1.0,exc
1630,PVPL,AQR,1.0,exc
1631,PVPL,AVAL,1.0,exc
1632,PVPL,AVAR,1.0,exc
1633,PVPL,AVBL,5.0,exc
1634,PVPL,AVBR,6.0,exc
1635,PVPL,AVDR,2.0,exc
1636,PVPL,AVER,1.0,exc
1637,PVPL,AVHR,1.0,exc
1638,PVPL,PVCR,3.0,exc
1639,PVPL,RIGL,2.0,exc
1640,PVPR,ADFR,1.0,exc
1641,PVPR,AQR,2.0,exc
1642,PVPR,ASHR,1.0,exc
1643,PVPR,AVAL,1.0,exc
1644,PVPR,AVAR,2.0,exc
1645,PVPR,AVBL,4.0,exc
1646,PVPR,AVBR,5.0,exc
1647,PVPR,AVHL,3.0,exc
1648,PVPR,AVL,4.0,exc
1649,PVPR,DD2,1.0,exc
1650,PVPR,DVC,1.0,exc
1651,PVPR,PVCL,4.0,exc
1652,PVPR,PVCR,7.0,exc
1653,PVPR,PVQR,1.0,exc
1654,PVPR,RIAR,2.0,exc
1655,PVPR,RIGR,1.0,exc
1656,PVPR,RIMR,1.0,exc
1657,PVPR,RMGR,1.0,exc
1658,PVQL,AIAL,3.0,exc
1659,PVQL,ASJL,1.0,exc
1660,PVQL,ASKL,4.0,exc
1661,PVQL,HSNL,2.0,exc
1662,PVQL,RMGL,1.0,exc
1663,PVQR,AIAR,7.0,exc
1664,PVQR,ASER,1.0,exc
1665,PVQR,ASKR,4.0,exc
1666,PVQR,AVBL,1.0,exc
1667,PVQR,AVFR,1.0,exc
1668,PVQR,AVL,1.0,exc
1669,PVQR,AWAR,2.0,exc
1670,PVQR,DD1,1.0,exc
1671,PVQR,DVC,1.0,exc
1672,PVQR,HSNR,1.0,exc
1673,PVQR,PVT,1.0,exc
1674,PVQR,RIFR,1.0,exc
1675,PVQR,VD1,1.0,exc
1676,PVR,ADAL,1.0,exc
1677,PVR,AS6,1.0,exc
1678,PVR,AVBL,4.0,exc
1679,PVR,AVBR,4.0,exc
1680,PVR,AVJL,3.0,exc
1681,PVR,AVJR,2.0,exc
1682,PVR,AVKL,1.0,exc
1683,PVR,DA9,1.0,exc
1684,PVR,DB2,1.0,exc
1685,PVR,DB3,1.0,exc
1686,PVR,DVA,1.0,exc
1687,PVR,IL1DL,1.0,exc
1688,PVR,IL1DR,1.0,exc
1689,PVR,IL1VL,1.0,exc
1690,PVR,IL1VR,1.0,exc
1691,PVR,PDEL,1.0,exc
1692,PVR,PDER,1.0,exc
1693,PVR,PVCR,1.0,exc
1694,PVR,RIPL,3.0,exc
1695,PVR,RIPR,3.0,exc
1696,PVR,SABD,1.0,exc
1697,PVR,URADL,1.0,exc
1698,PVT,AIBL,2.0,exc
1699,PVT,AIBR,4.0,exc
1700,PVT,AVKL,7.0,exc
1701,PVT,AVKR,7.0,exc
1702,PVT,AVL,2.0,exc
1703,PVT,DVC,2.0,exc
1704,PVT,RIGL,2.0,exc
1705,PVT,RIGR,3.0,exc
1706,PVT,RIH,1.0,exc
1707,PVT,RMEV,1.0,exc
1708,PVT,RMFL,2.0,exc
1709,PVT,RMFR,3.0,exc
1710,PVT,SMBDR,1.0,exc
1711,PVWL,AVJL,1.0,exc
1712,PVWL,PVT,2.0,exc
1713,PVWL,PVWR,1.0,exc
1714,PVWL,VA12,1.0,exc
1715,PVWR,AVAR,1.0,exc
1716,PVWR,AVDR,1.0,exc
1717,PVWR,PVCR,1.0,exc
1718,PVWR,PVT,1.0,exc
1719,PVWR,VA12,1.0,exc
1720,RIAL,CEPVL,1.0,inh
1721,RIAL,RIAR,1.0,inh
1722,RIAL,RIVL,2.0,inh
1723,RIAL,RIVR,4.0,inh
1724,RIAL,RMDDL,12.0,inh
1725,RIAL,RMDDR,7.0,inh
1726,RIAL,RMDL,6.0,inh
1727,RIAL,RMDR,6.0,inh
1728,RIAL,RMDVL,9.0,inh
1729,RIAL,RMDVR,11.0,inh
1730,RIAL,SIADL,2.0,inh
1731,RIAL,SMDDL,8.0,inh
1732,RIAL,SMDDR,10.0,inh
1733,RIAL,SMDVL,6.0,inh
1734,RIAL,SMDVR,11.0,inh
1735,RIAR,CEPVR,1.0,inh
1736,RIAR,IL1R,1.0,inh
1737,RIAR,RIAL,4.0,inh
1738,RIAR,RIVL,1.0,inh
1739,RIAR,RMDDL,10.0,inh
1740,RIAR,RMDDR,11.0,inh
1741,RIAR,RMDL,3.0,inh
1742,RIAR,RMDR,8.0,inh
1743,RIAR,RMDVL,12.0,inh
1744,RIAR,RMDVR,10.0,inh
1745,RIAR,SAADR,1.0,inh
1746,RIAR,SIADL,1.0,inh
1747,RIAR,SIADR,1.0,inh
1748,RIAR,SIAVL,1.0,inh
1749,RIAR,SMDDL,7.0,inh
1750,RIAR,SMDDR,7.0,inh
1751,RIAR,SMDVL,13.0,inh
1752,RIAR,SMDVR,7.0,inh
1753,RIBL,AIBR,2.0,exc
1754,RIBL,AUAL,1.0,exc
1755,RIBL,AVAL,1.0,exc
1756,RIBL,AVBR,1.0,exc
1757,RIBL,AVDR,1.0,exc
1758,RIBL,AVEL,1.0,exc
1759,RIBL,AVER,5.0,exc
1760,RIBL,BAGR,1.0,exc
1761,RIBL,RIAL,3.0,exc
1762,RIBL,SMDVR,2.0,exc
1763,RIBR,AIBL,1.0,exc
1764,RIBR,AIZR,1.0,exc
1765,RIBR,AVAR,2.0,exc
1766,RIBR,AVEL,3.0,exc
1767,RIBR,AVER,1.0,exc
1768,RIBR,BAGL,1.0,exc
1769,RIBR,RIAR,2.0,exc
1770,RIBR,RIGR,1.0,exc
1771,RIBR,RIH,1.0,exc
1772,RIBR,SMDDL,1.0,exc
1773,RICL,ADAR,1.0,exc
1774,RICL,AVAL,5.0,exc
1775,RICL,AVAR,6.0,exc
1776,RICL,AVKR,1.0,exc
1777,RICL,RIML,1.0,exc
1778,RICL,RIMR,3.0,exc
1779,RICL,RIVR,1.0,exc
1780,RICL,RMFR,1.0,exc
1781,RICL,SMBDL,2.0,exc
1782,RICL,SMDDL,3.0,exc
1783,RICL,SMDDR,3.0,exc
1784,RICL,SMDVR,1.0,exc
1785,RICR,ADAR,1.0,exc
1786,RICR,AVAL,5.0,exc
1787,RICR,AVAR,5.0,exc
1788,RICR,SMBDR,1.0,exc
1789,RICR,SMDDL,4.0,exc
1790,RICR,SMDDR,3.0,exc
1791,RICR,SMDVL,2.0,exc
1792,RICR,SMDVR,1.0,exc
1793,RID,AS2,1.0,inh
1794,RID,DA6,3.0,inh
1795,RID,DD1,4.0,inh
1796,RID,DD2,4.0,inh
1797,RID,DD3,3.0,inh
1798,RID,VD13,1.0,inh
1799,RID,VD5,1.0,inh
1800,RIFL,ALML,2.0,exc
1801,RIFL,AVBL,10.0,exc
1802,RIFL,AVBR,1.0,exc
1803,RIFL,AVHR,1.0,exc
1804,RIFL,AVJR,2.0,exc
1805,RIFL,PVPL,3.0,exc
1806,RIFL,RIML,4.0,exc
1807,RIFR,ASHR,2.0,exc
1808,RIFR,AVBL,1.0,exc
1809,RIFR,AVBR,17.0,exc
1810,RIFR,AVFL,1.0,exc
1811,RIFR,AVHL,1.0,exc
1812,RIFR,AVJL,1.0,exc
1813,RIFR,AVJR,2.0,exc
1814,RIFR,HSNR,1.0,exc
1815,RIFR,PVCL,1.0,exc
1816,RIFR,PVCR,1.0,exc
1817,RIFR,PVPR,4.0,exc
1818,RIFR,RIMR,4.0,exc
1819,RIFR,RIPR,1.0,exc
1820,RIGL,AIZR,1.0,exc
1821,RIGL,ALNL,1.0,exc
1822,RIGL,AVEL,1.0,exc
1823,RIGL,AVER,1.0,exc
1824,RIGL,AVKR,2.0,exc
1825,RIGL,BAGR,1.0,exc
1826,RIGL,DVC,1.0,exc
1827,RIGL,RIBL,1.0,exc
1828,RIGL,RIR,2.0,exc
1829,RIGL,RMFL,1.0,exc
1830,RIGL,RMHR,3.0,exc
1831,RIGR,ALNR,1.0,exc
1832,RIGR,AVER,2.0,exc
1833,RIGR,AVKL,4.0,exc
1834,RIGR,AVKR,1.0,exc
1835,RIGR,RIBR,1.0,exc
1836,RIGR,RIR,1.0,exc
1837,RIGR,RMHL,4.0,exc
1838,RIH,ADFR,1.0,exc
1839,RIH,AIZL,4.0,exc
1840,RIH,AIZR,4.0,exc
1841,RIH,AUAR,1.0,exc
1842,RIH,BAGR,1.0,exc
1843,RIH,CEPDL,1.0,exc
1844,RIH,CEPDR,1.0,exc
1845,RIH,CEPVL,1.0,exc
1846,RIH,CEPVR,1.0,exc
1847,RIH,IL2L,2.0,exc
1848,RIH,IL2R,1.0,exc
1849,RIH,OLQDL,2.0,exc
1850,RIH,OLQDR,2.0,exc
1851,RIH,OLQVL,1.0,exc
1852,RIH,OLQVR,6.0,exc
1853,RIH,RIAL,11.0,exc
1854,RIH,RIAR,8.0,exc
1855,RIH,RIBL,5.0,exc
1856,RIH,RIBR,4.0,exc
1857,RIH,RIPL,5.0,exc
1858,RIH,RIPR,3.0,exc
1859,RIH,RMER,2.0,exc
1860,RIH,RMEV,1.0,exc
1861,RIH,URYVR,1.0,exc
1862,RIML,AVAL,1.0,exc
1863,RIML,AVBL,2.0,exc
1864,RIML,AVBR,3.0,exc
1865,RIML,RIBL,1.0,exc
1866,RIML,RMDL,1.0,exc
1867,RIML,RMDR,1.0,exc
1868,RIML,RMFR,1.0,exc
1869,RIML,SAADR,1.0,exc
1870,RIML,SAAVL,3.0,exc
1871,RIML,SAAVR,2.0,exc
1872,RIML,SMDDR,5.0,exc
1873,RIML,SMDVL,1.0,exc
1874,RIMR,ADAR,1.0,exc
1875,RIMR,AIBL,4.0,exc
1876,RIMR,AVAL,2.0,exc
1877,RIMR,AVBL,2.0,exc
1878,RIMR,AVBR,5.0,exc
1879,RIMR,AVJL,1.0,exc
1880,RIMR,AVKL,1.0,exc
1881,RIMR,RIBR,1.0,exc
1882,RIMR,RIS,1.0,exc
1883,RIMR,RMDL,3.0,exc
1884,RIMR,RMDR,1.0,exc
1885,RIMR,RMFL,1.0,exc
1886,RIMR,RMFR,1.0,exc
1887,RIMR,SAAVL,3.0,exc
1888,RIMR,SAAVR,3.0,exc
1889,RIMR,SMDDL,2.0,exc
1890,RIMR,SMDDR,4.0,exc
1891,RIPL,OLQDL,1.0,exc
1892,RIPL,OLQDR,1.0,exc
1893,RIPR,OLQDL,1.0,exc
1894,RIPR,OLQDR,1.0,exc
1895,RIR,AFDR,1.0,exc
1896,RIR,AIZL,3.0,exc
1897,RIR,AIZR,5.0,exc
1898,RIR,AUAL,1.0,exc
1899,RIR,AWBR,1.0,exc
1900,RIR,BAGR,1.0,exc
1901,RIR,DVA,2.0,exc
1902,RIR,HSNL,1.0,exc
1903,RIR,PVPL,1.0,exc
1904,RIR,RIAL,5.0,exc
1905,RIR,RIAR,1.0,exc
1906,RIR,RIGL,1.0,exc
1907,RIR,URXL,5.0,exc
1908,RIR,URXR,1.0,exc
1909,RIS,AVEL,7.0,inh
1910,RIS,AVER,7.0,inh
1911,RIS,AVKL,1.0,inh
1912,RIS,AVKR,4.0,inh
1913,RIS,AVL,2.0,inh
1914,RIS,CEPDR,1.0,inh
1915,RIS,CEPVL,2.0,inh
1916,RIS,CEPVR,1.0,inh
1917,RIS,OLLR,1.0,inh
1918,RIS,RIBL,3.0,inh
1919,RIS,RIBR,5.0,inh
1920,RIS,RIML,1.0,inh
1921,RIS,RIMR,4.0,inh
1922,RIS,RMDDL,1.0,inh
1923,RIS,RMDL,2.0,inh
1924,RIS,RMDR,4.0,inh
1925,RIS,SMDDR,2.0,inh
1926,RIS,SMDVR,1.0,inh
1927,RIS,URYVR,1.0,inh
1928,RIVL,RIAL,1.0,inh
1929,RIVL,RIAR,1.0,inh
1930,RIVL,RMDL,2.0,inh
1931,RIVL,SAADR,3.0,inh
1932,RIVL,SIAVR,2.0,inh
1933,RIVL,SMDDR,1.0,inh
1934,RIVR,RIAL,2.0,inh
1935,RIVR,RIAR,1.0,inh
1936,RIVR,RMDDL,1.0,inh
1937,RIVR,RMDR,1.0,inh
1938,RIVR,RMDVR,1.0,inh
1939,RIVR,RMEV,1.0,inh
1940,RIVR,SAADL,2.0,inh
1941,RIVR,SIAVL,2.0,inh
1942,RIVR,SMDDL,2.0,inh
1943,RIVR,SMDVR,2.0,inh
1944,RMDDL,RMDVR,7.0,exc
1945,RMDDR,RMDVL,12.0,exc
1946,RMDDR,URYDL,1.0,exc
1947,RMDL,OLLR,2.0,exc
1948,RMDL,RIAL,4.0,exc
1949,RMDL,RIAR,3.0,exc
1950,RMDL,RMDDR,1.0,exc
1951,RMDL,RMDR,3.0,exc
1952,RMDL,RMER,1.0,exc
1953,RMDL,RMFL,1.0,exc
1954,RMDR,AVKL,1.0,exc
1955,RMDR,RIAL,3.0,exc
1956,RMDR,RIAR,7.0,exc
1957,RMDR,RIMR,2.0,exc
1958,RMDR,RIS,1.0,exc
1959,RMDR,RMDDL,1.0,exc
1960,RMDR,RMDL,1.0,exc
1961,RMDVL,RMDDR,6.0,exc
1962,RMDVR,RMDDL,4.0,exc
1963,RMDVR,SIBDR,1.0,exc
1964,RMDVR,SIBVR,1.0,exc
1965,RMED,RIBL,1.0,inh
1966,RMED,RIBR,1.0,inh
1967,RMEV,SMDDR,1.0,inh
1968,RMFL,AVKL,4.0,exc
1969,RMFL,AVKR,4.0,exc
1970,RMFL,PVT,1.0,exc
1971,RMFL,RIGR,1.0,exc
1972,RMFL,RMDR,3.0,exc
1973,RMFL,RMGR,1.0,exc
1974,RMFR,AVKL,3.0,exc
1975,RMFR,AVKR,3.0,exc
1976,RMFR,RMDL,2.0,exc
1977,RMGL,ADAL,1.0,exc
1978,RMGL,AIBR,1.0,exc
1979,RMGL,ALML,1.0,exc
1980,RMGL,ALNL,1.0,exc
1981,RMGL,ASHL,1.0,exc
1982,RMGL,AVAL,1.0,exc
1983,RMGL,AVBR,2.0,exc
1984,RMGL,AVEL,2.0,exc
1985,RMGL,CEPDL,1.0,exc
1986,RMGL,RID,1.0,exc
1987,RMGL,RMDL,1.0,exc
1988,RMGL,RMDR,3.0,exc
1989,RMGL,RMDVL,3.0,exc
1990,RMGL,RMHR,1.0,exc
1991,RMGL,SIAVL,1.0,exc
1992,RMGL,SIBVL,2.0,exc
1993,RMGL,SIBVR,1.0,exc
1994,RMGL,SMBVL,1.0,exc
1995,RMGL,URXL,1.0,exc
1996,RMGR,ADAR,1.0,exc
1997,RMGR,AIMR,1.0,exc
1998,RMGR,ALNR,1.0,exc
1999,RMGR,ASHR,1.0,exc
2000,RMGR,AVAR,1.0,exc
2001,RMGR,AVBR,1.0,exc
2002,RMGR,AVDL,1.0,exc
2003,RMGR,AVER,3.0,exc
2004,RMGR,AVJL,1.0,exc
2005,RMGR,RIR,1.0,exc
2006,RMGR,RMDL,4.0,exc
2007,RMGR,RMDR,2.0,exc
2008,RMGR,RMDVR,5.0,exc
2009,RMGR,URXR,1.0,exc
2010,RMHL,RMDR,1.0,exc
2011,RMHR,RMER,1.0,exc
2012,RMHR,RMGL,1.0,exc
2013,SAADL,AIBL,1.0,exc
2014,SAADL,AVAL,6.0,exc
2015,SAADL,RIML,3.0,exc
2016,SAADL,RIMR,6.0,exc
2017,SAADL,RMGR,1.0,exc
2018,SAADR,AIBR,1.0,exc
2019,SAADR,AVAR,3.0,exc
2020,SAADR,OLLL,1.0,exc
2021,SAADR,RIML,4.0,exc
2022,SAADR,RIMR,5.0,exc
2023,SAADR,RMFL,1.0,exc
2024,SAADR,RMGL,1.0,exc
2025,SAAVL,AIBL,1.0,exc
2026,SAAVL,ALNL,1.0,exc
2027,SAAVL,AVAL,17.0,exc
2028,SAAVL,OLLR,1.0,exc
2029,SAAVL,RIML,2.0,exc
2030,SAAVL,RIMR,12.0,exc
2031,SAAVL,RMFR,2.0,exc
2032,SAAVL,SMDDR,8.0,exc
2033,SAAVR,AVAR,13.0,exc
2034,SAAVR,RIML,5.0,exc
2035,SAAVR,RIMR,2.0,exc
2036,SAAVR,SMDDL,6.0,exc
2037,SABD,VA2,1.0,exc
2038,SDQL,AIBR,1.0,exc
2039,SDQL,ALML,1.0,exc
2040,SDQL,AVAL,1.0,exc
2041,SDQL,AVAR,3.0,exc
2042,SDQL,AVEL,1.0,exc
2043,SDQL,FLPL,1.0,exc
2044,SDQL,RICR,1.0,exc
2045,SDQL,RIS,3.0,exc
2046,SDQL,RMFL,1.0,exc
2047,SDQR,ADLL,1.0,exc
2048,SDQR,AIBL,2.0,exc
2049,SDQR,AVAL,2.0,exc
2050,SDQR,AVBL,6.0,exc
2051,SDQR,AVBR,4.0,exc
2052,SDQR,DVA,3.0,exc
2053,SDQR,RICR,1.0,exc
2054,SDQR,RMHL,2.0,exc
2055,SDQR,RMHR,1.0,exc
2056,SMBDL,AVAR,1.0,exc
2057,SMBDL,RMED,3.0,exc
2058,SMBDL,SAAVR,1.0,exc
2059,SMBDR,AVAL,1.0,exc
2060,SMBDR,RMED,4.0,exc
2061,SMBDR,SAAVL,3.0,exc
2062,SMBVL,PLNL,1.0,exc
2063,SMBVL,RMEV,5.0,exc
2064,SMBVL,SAADL,3.0,exc
2065,SMBVR,RMEV,3.0,exc
2066,SMBVR,SAADR,4.0,exc
2067,SMDDL,RIAL,1.0,exc
2068,SMDDL,RIAR,1.0,exc
2069,SMDDL,SMDVR,2.0,exc
2070,SMDDR,RIAL,2.0,exc
2071,SMDDR,RIAR,1.0,exc
2072,SMDVL,PVR,1.0,exc
2073,SMDVL,RIAL,3.0,exc
2074,SMDVL,RIAR,8.0,exc
2075,SMDVL,RIVL,1.0,exc
2076,SMDVL,RMDDR,1.0,exc
2077,SMDVL,SMDDR,4.0,exc
2078,SMDVR,RIAL,7.0,exc
2079,SMDVR,RIAR,5.0,exc
2080,SMDVR,RIVR,1.0,exc
2081,SMDVR,RMDDL,1.0,exc
2082,SMDVR,SMDDL,2.0,exc
2083,URADL,IL1DL,2.0,exc
2084,URADL,RIPL,3.0,exc
2085,URADL,RMEL,1.0,exc
2086,URADR,IL1DR,1.0,exc
2087,URADR,RIPR,3.0,exc
2088,URADR,RMDVR,1.0,exc
2089,URADR,RMED,1.0,exc
2090,URADR,RMER,1.0,exc
2091,URADR,URYDR,1.0,exc
2092,URAVL,RIPL,3.0,exc
2093,URAVL,RMEL,1.0,exc
2094,URAVL,RMER,1.0,exc
2095,URAVL,RMEV,2.0,exc
2096,URAVR,IL1R,1.0,exc
2097,URAVR,RIPR,3.0,exc
2098,URAVR,RMDVL,1.0,exc
2099,URAVR,RMER,2.0,exc
2100,URAVR,RMEV,2.0,exc
2101,URBL,AVBL,1.0,exc
2102,URBL,CEPDL,1.0,exc
2103,URBL,IL1L,1.0,exc
2104,URBL,RICR,1.0,exc
2105,URBL,RMDDR,1.0,exc
2106,URBL,SIAVL,1.0,exc
2107,URBL,SMBDR,1.0,exc
2108,URBL,URXL,2.0,exc
2109,URBR,ADAR,1.0,exc
2110,URBR,AVBR,1.0,exc
2111,URBR,CEPDR,1.0,exc
2112,URBR,IL1R,3.0,exc
2113,URBR,IL2R,1.0,exc
2114,URBR,RICR,1.0,exc
2115,URBR,RMDL,1.0,exc
2116,URBR,RMDR,1.0,exc
2117,URBR,SIAVR,2.0,exc
2118,URBR,SMBDL,1.0,exc
2119,URBR,URXR,6.0,exc
2120,URXL,ASHL,1.0,exc
2121,URXL,AUAL,5.0,exc
2122,URXL,AVBL,1.0,exc
2123,URXL,AVEL,4.0,exc
2124,URXL,AVJR,1.0,exc
2125,URXL,RIAL,8.0,exc
2126,URXL,RICL,1.0,exc
2127,URXL,RIGL,3.0,exc
2128,URXL,RMGL,2.0,exc
2129,URXR,AUAR,4.0,exc
2130,URXR,AVBL,1.0,exc
2131,URXR,AVBR,2.0,exc
2132,URXR,AVER,2.0,exc
2133,URXR,OLQVR,1.0,exc
2134,URXR,RIAR,3.0,exc
2135,URXR,RIGR,2.0,exc
2136,URXR,RIPR,3.0,exc
2137,URXR,RMDR,1.0,exc
2138,URXR,RMGR,1.0,exc
2139,URXR,SIAVR,1.0,exc
2140,URYDL,AVER,2.0,exc
2141,URYDL,RIBL,1.0,exc
2142,URYDL,RMDDR,4.0,exc
2143,URYDL,RMDVL,6.0,exc
2144,URYDL,SMDDL,1.0,exc
2145,URYDL,SMDDR,1.0,exc
2146,URYDR,AVEL,2.0,exc
2147,URYDR,AVER,2.0,exc
2148,URYDR,RIBR,1.0,exc
2149,URYDR,RMDDL,3.0,exc
2150,URYDR,RMDVR,5.0,exc
2151,URYDR,SMDDL,4.0,exc
2152,URYVL,AVBR,1.0,exc
2153,URYVL,AVER,5.0,exc
2154,URYVL,IL1VL,1.0,exc
2155,URYVL,RIAL,1.0,exc
2156,URYVL,RIBL,2.0,exc
2157,URYVL,RIH,1.0,exc
2158,URYVL,RIS,1.0,exc
2159,URYVL,RMDDL,4.0,exc
2160,URYVL,RMDVR,2.0,exc
2161,URYVL,SIBVR,1.0,exc
2162,URYVL,SMDVR,4.0,exc
2163,URYVR,AVAL,1.0,exc
2164,URYVR,AVEL,6.0,exc
2165,URYVR,IL1VR,1.0,exc
2166,URYVR,RIAR,1.0,exc
2167,URYVR,RIBR,1.0,exc
2168,URYVR,RMDDR,6.0,exc
2169,URYVR,RMDVL,4.0,exc
2170,URYVR,SIBDR,1.0,exc
2171,URYVR,SIBVL,1.0,exc
2172,URYVR,SMDVL,3.0,exc
2173,VA1,DD1,9.0,exc
2174,VA1,VD1,2.0,exc
2175,VA11,DD6,10.0,exc
2176,VA11,PVNR,2.0,exc
2177,VA11,VB10,1.0,exc
2178,VA11,VD12,4.0,exc
2179,VA12,AS11,2.0,exc
2180,VA12,DA8,3.0,exc
2181,VA12,DA9,5.0,exc
2182,VA12,DB7,4.0,exc
2183,VA12,DD6,2.0,exc
2184,VA12,LUAL,2.0,exc
2185,VA12,PVCL,2.0,exc
2186,VA12,PVCR,3.0,exc
2187,VA12,VA11,1.0,exc
2188,VA12,VD12,3.0,exc
2189,VA12,VD13,11.0,exc
2190,VA2,AVAL,1.0,exc
2191,VA2,DD1,13.0,exc
2192,VA2,VA3,2.0,exc
2193,VA2,VB1,2.0,exc
2194,VA2,VD1,2.0,exc
2195,VA2,VD2,8.0,exc
2196,VA3,DD1,18.0,exc
